id,tipo_de_servicio,sede,objeto_de_la_atencion,full_address,calle,numero_exterior,numero_interior,colonia,codigo_postal,alcaldia,referencias_de_ubicacion,horario_de_atencion_horas,dias_de_atencion,correo_electronico,telefono_1,extension_1,telefono_2,extension_2,latitude,longitude,numero_consecutivo,coordenadas
,,Police sub-delegation Tlalpan,,,,,,,,,,,,,,,,,19.2707994,-99.2062173,,
,,SAFETY MODULE AND CIVIC PARTICIPATION,,,,,,,,,,,,,,,,,19.2822342,-99.2086937,,
,,SAFETY MODULE AND CIVIC PARTICIPATION,,,,,,,,,,,,,,,,,19.2961456,-99.2203248,,
,,SAFETY MODULE AND CIVIC PARTICIPATION,,,,,,,,,,,,,,,,,19.275671,-99.2222742,,
,,DirecciÛn General De La PolicÌa Preventiva Zona Sur,,,,,,,,,,,,,,,,,19.3348602,-99.1138498,,
,,Estacion de Policia,,,,,,,,,,,,,,,,,19.356976,-99.1064166,,
,,ArtÌculos para policÌa El Sector,,,,,,,,,,,,,,,,,19.33429,-99.115457,,
,,SecretarÌa de Seguridad P˙blica,,,,,,,,,,,,,,,,,19.3361356,-99.1297095,,
,,Base Plata Coyoacan,,,,,,,,,,,,,,,,,19.3014928,-99.1451091,,
,,TERRITORIAL COORDINATION SECTOR COYOACAN 5,,,,,,,,,,,,,,,,,19.3026743,-99.1454683,,
,,Police module,,,,,,,,,,,,,,,,,19.2809608,-99.1374772,,
,,Policia Ciudad De Mexico,,,,,,,,,,,,,,,,,19.2684009,-99.1276323,,
,,Estacion de Policia Division del Norte,,,,,,,,,,,,,,,,,19.2840463,-99.1274024,,
,,Caseta de PolicÌa Bancaria,,,,,,,,,,,,,,,,,19.2965746,-99.1575947,,
,,CUADRANTE O-3.5.4 SECTOR LA NORIA,,,,,,,,,,,,,,,,,19.2774393,-99.1247308,,
,,MODULOS DE SEGURIDAD Y PARTICIPACI”N CIUDADANA,,,,,,,,,,,,,,,,,19.2965415,-99.1388879,,
,,Modulo de Seguridad Publica y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.2960507,-99.1208497,,
,,BASE PLATA SSP,,,,,,,,,,,,,,,,,19.2767137,-99.1183391,,
,,Police station,,,,,,,,,,,,,,,,,19.4364535,-99.1314749,,
,,Unidad de Policia Embajada,,,,,,,,,,,,,,,,,19.4317667,-99.1337756,,
,,DIRECCI”N DE SEGURIDAD ESCOLAR,,,,,,,,,,,,,,,,,19.4369749,-99.1312176,,
,,Modulo De La SSP policia Oceania,,,,,,,,,,,,,,,,,19.4345519,-99.1078732,,
,,Caja de PrevisiÛn de La Policia Preventiva del Df,,,,,,,,,,,,,,,,,19.4472507,-99.1219431,,
,,CAJA DE PREVENCI”N DE LA POLICÕA PREVENTIVA DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,19.4259088,-99.1381243,,
,,EstaciÛn de PolicÌa OceanÌa,,,,,,,,,,,,,,,,,19.43453,-99.1079218,,
,,Estcion de Policia Merced,,,,,,,,,,,,,,,,,19.4280286,-99.1198125,,
,,59 Agrupamiento,,,,,,,,,,,,,,,,,19.4437574,-99.1426655,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.4591618,-99.1033815,,
,,Accesorios Policiales,,,,,,,,,,,,,,,,,19.4348217,-99.1177862,,
,,Agrupamiento PolicÌa Auxiliar,,,,,,,,,,,,,,,,,19.4435176,-99.1431567,,
,,Direccion General De La Policia Metropolitana,,,,,,,,,,,,,,,,,19.4270205,-99.1157048,,
,,"Estacion De Policia ""GENERAL ANAYA""",,,,,,,,,,,,,,,,,19.4276624,-99.1193081,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.4624654,-99.1130327,,
,,Modulo de policÌa,,,,,,,,,,,,,,,,,19.4598719,-99.1302325,,
,,M”DULO DE POLICÕA NONOALCO,,,,,,,,,,,,,,,,,19.4525278,-99.1396148,,
,,POLICE MODULE,,,,,,,,,,,,,,,,,19.4607684,-99.1212658,,
,,"EstaciÛn De PolicÌa ""La Ronda""",,,,,,,,,,,,,,,,,19.4535947,-99.1320517,,
,,EstaciÛn de policÌa Tlalpan,,,,,,,,,,,,,,,,,19.3200585,-99.1385242,,
,,Instituto de FormaciÛn de PolicÌa Federal,,,,,,,,,,,,,,,,,19.3095664,-99.1200485,,
,,"Canine Unit, Federal Police",,,,,,,,,,,,,,,,,19.3094659,-99.1192911,,
,,SecretarÌa de Seguridad y ProtecciÛn Ciudadana,,,,,,,,,,,,,,,,,19.3147712,-99.1381783,,
,,SSP MÛdulo de PolicÌa,,,,,,,,,,,,,,,,,19.443975,-99.1851394,,
,,Modulo de Seguridad y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.4292977,-99.1733136,,
,,Modulo de Seguridad P˙blica,,,,,,,,,,,,,,,,,19.4548306,-99.184708,,
,,Policia Auxiliar del Distrito Federal 64,,,,,,,,,,,,,,,,,19.450429,-99.1701989,,
,,EstaciÛn De PolicÌa Gral. Mariano Escobedo,,,,,,,,,,,,,,,,,19.437452,-99.1840065,,
,,3ra Unidad de ProtecciÛn Ciudadana,,,,,,,,,,,,,,,,,19.438339,-99.153336,,
,,SECRETA DE SEGURIDAD PUBLICA DEL D.F,,,,,,,,,,,,,,,,,19.4589443,-99.185168,,
,,"EstaciÛn De PolicÌa ""Ricardo Flores Magon"" Cdmx",,,,,,,,,,,,,,,,,19.4547727,-99.1569017,,
,,Castillo Polanco Citizen Protection,,,,,,,,,,,,,,,,,19.457529,-99.1593198,,
,,Ministry of Public Security CDMX,,,,,,,,,,,,,,,,,19.4243568,-99.1635301,,
,,POLICÕA AUXILIAR D.F.,,,,,,,,,,,,,,,,,19.4536505,-99.1521017,,
,,Destacamento de la PolicÌa,,,,,,,,,,,,,,,,,19.426484,-99.1608381,,
,,Sector de policÌa,,,,,,,,,,,,,,,,,19.437177,-99.1540551,,
,,Confidence Federal Police Control,,,,,,,,,,,,,,,,,19.4259733,-99.1684287,,
,,Policia Auxiliar del Df,,,,,,,,,,,,,,,,,19.4553445,-99.1862495,,
,,PolicÌa Preventiva Base Hurac·n,,,,,,,,,,,,,,,,,19.4425199,-99.1575848,,
,,PolicÌa TurÌstica,,,,,,,,,,,,,,,,,19.4259077,-99.1666972,,
,,Puesto Policial,,,,,,,,,,,,,,,,,19.4373395,-99.1841554,,
,,General Police Headquarters Research,,,,,,,,,,,,,,,,,19.4236167,-99.1491622,,
,,PolicÌa Auxiliar Agrupamiento 51,,,,,,,,,,,,,,,,,19.4531972,-99.1632776,,
,,SECTOR U.P.C. TEPEPAN,,,,,,,,,,,,,,,,,19.257863,-99.1082663,,
,,Secretaria De Seguridad Publica Upc Tepepan,,,,,,,,,,,,,,,,,19.2587922,-99.1073787,,
,,Policia Ciudad De Mexico,,,,,,,,,,,,,,,,,19.2684009,-99.1276323,,
,,PolicÌa Auxiliar,,,,,,,,,,,,,,,,,19.2620137,-99.1048288,,
,,POLICÕA CIUDAD DE M…XICO,,,,,,,,,,,,,,,,,19.2640325,-99.1194413,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.2660597,-99.1066109,,
,,MODULO DE POLICÕA,,,,,,,,,,,,,,,,,19.244653,-99.1074705,,
,,Caseta de policia Secretaria de seguridad p˙blica,,,,,,,,,,,,,,,,,19.2593415,-99.1072997,,
,,CUADRANTE O-3.5.4 SECTOR LA NORIA,,,,,,,,,,,,,,,,,19.2774393,-99.1247308,,
,,FiscalÌa Desconcentrada de InvestigaciÛn en Xochimilco,,,,,,,,,,,,,,,,,19.258089,-99.108453,,
,,Police module,,,,,,,,,,,,,,,,,19.3288343,-99.1553988,,
,,SAFETY MODULE AND CIVIC PARTICIPATION,,,,,,,,,,,,,,,,,19.332825,-99.1597708,,
,,U.P.C. Xotepingo,,,,,,,,,,,,,,,,,19.3084323,-99.1647548,,
,,Asuntos Internos de la Guardia Nacional,,,,,,,,,,,,,,,,,19.309952,-99.174023,,
,,Policia Preventiva del D.f.,,,,,,,,,,,,,,,,,19.3098992,-99.1435398,,
,,Federal Protection Service,,,,,,,,,,,,,,,,,19.3428524,-99.1549368,,
,,PARTICIPACION CIUDADANA MODULO DE POLICIA,,,,,,,,,,,,,,,,,19.3288364,-99.1554328,,
,,EstaciÛn De Policia Constitucion De 1917,,,,,,,,,,,,,,,,,19.3442131,-99.0609923,,
,,"EstaciÛn De PolicÌa ""Nogal""",,,,,,,,,,,,,,,,,19.3419888,-99.0229516,,
,,EstaciÛn de PolicÌa Parque LÛpez Velarde,,,,,,,,,,,,,,,,,19.4075147,-99.1562391,,
,,General Police Headquarters Research,,,,,,,,,,,,,,,,,19.4236167,-99.1491622,,
,,CorporaciÛn Auxiliar de PolicÌa de ProtecciÛn Ciudadana.,,,,,,,,,,,,,,,,,19.4128565,-99.1744505,,
,,Ministry of Public Security CDMX,,,,,,,,,,,,,,,,,19.4243568,-99.1635301,,
,,modulo de segurida,,,,,,,,,,,,,,,,,19.4106551,-99.1593904,,
,,Confidence Federal Police Control,,,,,,,,,,,,,,,,,19.4259733,-99.1684287,,
,,Destacamento de la PolicÌa,,,,,,,,,,,,,,,,,19.426484,-99.1608381,,
,,PolicÌa TurÌstica,,,,,,,,,,,,,,,,,19.4259077,-99.1666972,,
,,Camara de Fotomulta,,,,,,,,,,,,,,,,,19.4159684,-99.1766808,,
,,Estacionamiento de la Jefatura General de la PolicÌa de InvestigaciÛn,,,,,,,,,,,,,,,,,19.4235955,-99.1490843,,
,,PolicÌa Federal Sede Mazaryk,,,,,,,,,,,,,,,,,19.4307329,-99.181361,,
,,"EstaciÛn De PolicÌa ""Gutemberg""",,,,,,,,,,,,,,,,,19.4334704,-99.1717461,,
,,EstaciÛn De PolicÌa RÌo TÌber,,,,,,,,,,,,,,,,,19.4328098,-99.1705563,,
,,RegiÛn de Policia 10,,,,,,,,,,,,,,,,,19.4243164,-99.1635833,,
,,Sector de policÌa,,,,,,,,,,,,,,,,,19.437177,-99.1540551,,
,,Modulo de policia,,,,,,,,,,,,,,,,,19.4025985,-99.1848446,,
,,MÛdulo de policia,,,,,,,,,,,,,,,,,19.4019725,-99.1775111,,
,,Modulo de PolicÌa - SSP,,,,,,,,,,,,,,,,,19.4163658,-99.1807042,,
,,UniÛn Nacional de PolicÌas,,,,,,,,,,,,,,,,,19.4273231,-99.1654703,,
,,MÛdulo de PolicÌa,,,,,,,,,,,,,,,,,19.4058314,-99.1481634,,
,,Federal Police,,,,,,,,,,,,,,,,,19.4485051,-99.2096978,,
,,7/a. Brigada de PolicÌa Militar,,,,,,,,,,,,,,,,,19.4530277,-99.2247238,,
,,PROCURADURIA GENERAL DE LA REPUBLICA,,,,,,,,,,,,,,,,,19.4583632,-99.2130781,,
,,Sector De Policia Base Tezonco,,,,,,,,,,,,,,,,,19.3073106,-99.0756138,,
,,U.P.C. Tezonco SSPDF,,,,,,,,,,,,,,,,,19.3071695,-99.0756616,,
,,"Agrupamiento Fuerza de Tarea ""Zorros""",,,,,,,,,,,,,,,,,19.2838206,-99.0635644,,
,,Estacion de Policia Jardines de San Lorenzo,,,,,,,,,,,,,,,,,19.298404,-99.0707274,,
,,Estacion De Policia Ambiental (Faunos),,,,,,,,,,,,,,,,,19.3032404,-99.0869929,,
,,Previson Policia Df,,,,,,,,,,,,,,,,,19.2870691,-99.0603405,,
,,Modulo de Seguridad Publica y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.2846736,-99.2327125,,
,,SAFETY MODULE AND CIVIC PARTICIPATION,,,,,,,,,,,,,,,,,19.2822342,-99.2086937,,
,,SAFETY MODULE AND CIVIC PARTICIPATION,,,,,,,,,,,,,,,,,19.2961456,-99.2203248,,
,,Security Module - S.S.P. D. F.,,,,,,,,,,,,,,,,,19.3074227,-99.2058906,,
,,SAFETY MODULE AND CIVIC PARTICIPATION,,,,,,,,,,,,,,,,,19.3283339,-99.3274989,,
,,Modulo de Seguridad P˙blica del Distrito Federal,,,,,,,,,,,,,,,,,19.311623,-99.3307629,,
,,SecretarÌa de Seguridad Publica del Distrito Federal,,,,,,,,,,,,,,,,,19.3290228,-99.3272874,,
,,Unidad Habitacional Centenario (Unidad de policÌas y bomberos),,,,,,,,,,,,,,,,,19.3607378,-99.2278276,,
,,SAFETY MODULE AND CIVIC PARTICIPATION,,,,,,,,,,,,,,,,,19.3788516,-99.2583748,,
,,Caseta de PolicÌa,,,,,,,,,,,,,,,,,19.3725281,-99.266432,,
,,Sector Santa FE,,,,,,,,,,,,,,,,,19.3716482,-99.2409519,,
,,MODULO DE SEGURIDAD Y PARTICIPACION CIUDADANA,,,,,,,,,,,,,,,,,19.5455048,-99.1267393,,
,,"UNIDAD DE PROTECCION CIUDADANA "" CUAUTEPEC""",,,,,,,,,,,,,,,,,19.5489493,-99.14084,,
,,MÛdulo de PolicÌa Municipal La presa L·zaro C·rdenas,,,,,,,,,,,,,,,,,19.5355595,-99.1193379,,
,,SecretarÌa de Seguridad P˙blica del Distrito Federal,,,,,,,,,,,,,,,,,19.5485595,-99.1327336,,
,,Unidad Habitacional Centenario (Unidad de policÌas y bomberos),,,,,,,,,,,,,,,,,19.3607378,-99.2278276,,
,,MÛdulo de Seguridad de la PolicÌa Auxiliar,,,,,,,,,,,,,,,,,19.3615572,-99.2180625,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.324161,-99.24145,,
,,Police module,,,,,,,,,,,,,,,,,19.3645064,-99.1737241,,
,,PGJ Procuraduria General de Justicia,,,,,,,,,,,,,,,,,19.3656447,-99.1726331,,
,,Policia Cdmx,,,,,,,,,,,,,,,,,19.3650878,-99.1801643,,
,,Modulo de PolicÌas Barrio norte,,,,,,,,,,,,,,,,,19.3806913,-99.2035281,,
,,modulo de policia,,,,,,,,,,,,,,,,,19.3659226,-99.1955665,,
,,MÛdulo de Seguridad y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.3419454,-99.1920979,,
,,MÛdulo de Seguridad y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.466034,-99.101018,,
,,EstaciÛn de PolicÌa Gran Canal,,,,,,,,,,,,,,,,,19.4670435,-99.0947663,,
,,Police station,,,,,,,,,,,,,,,,,19.4707405,-99.1361379,,
,,Modulo de PolicÌa,,,,,,,,,,,,,,,,,19.4961712,-99.0964017,,
,,Secretaria de Seguridad Publica del Df,,,,,,,,,,,,,,,,,19.4903585,-99.1012642,,
,,PolicÌa Bancaria e Industrial sector G,,,,,,,,,,,,,,,,,19.4670435,-99.0947663,,
,,UPC Tepeyac,,,,,,,,,,,,,,,,,19.4746913,-99.1314285,,
,,MÛdulo de Policia,,,,,,,,,,,,,,,,,19.4679304,-99.1202915,,
,,Modulo de policia,,,,,,,,,,,,,,,,,19.466052,-99.1177123,,
,,SecretarÌa de Seguriada P˙blica del Distrito Federal,,,,,,,,,,,,,,,,,19.4956373,-99.0956997,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.4624654,-99.1130327,,
,,Modulo de policÌa,,,,,,,,,,,,,,,,,19.4598719,-99.1302325,,
,,Estacion De Policia R. Dominguez,,,,,,,,,,,,,,,,,19.4707657,-99.1360946,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.4654505,-99.1053929,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.4591618,-99.1033815,,
,,POLICE MODULE,,,,,,,,,,,,,,,,,19.4607684,-99.1212658,,
,,"Region 1 ""TEUTLI"" Policia Auxiliar",,,,,,,,,,,,,,,,,19.4689514,-99.1355488,,
,,MÛdulo de Seguridad P˙blica y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.4708262,-99.1017946,,
,,Modulo de Segurida 5 de Mayo,,,,,,,,,,,,,,,,,19.4929613,-99.0976908,,
,,Estacion De PolicÌa Eje Central,,,,,,,,,,,,,,,,,19.3722773,-99.1493708,,
,,PolicÌa del Distrito Federal,,,,,,,,,,,,,,,,,19.3792598,-99.1259865,,
,,EstaciÛn de PolicÌa Parque LÛpez Velarde,,,,,,,,,,,,,,,,,19.4075147,-99.1562391,,
,,SecretarÌa de Seguridad P˙blica PolicÌa Auxiliar del Distrito Federal Sector 73,,,,,,,,,,,,,,,,,19.383573,-99.135404,,
,,MODULOS DE SEGURIDAD Y PARTICIPACI”N CIUDADANA,,,,,,,,,,,,,,,,,19.3979091,-99.1425668,,
,,Delegacion Policia,,,,,,,,,,,,,,,,,19.3736269,-99.1405966,,
,,Estacion de Policia,,,,,,,,,,,,,,,,,19.3857339,-99.1216095,,
,,Modulo Policia,,,,,,,,,,,,,,,,,19.3709039,-99.1513494,,
,,Delegacion de Policia Jusgado Civico,,,,,,,,,,,,,,,,,19.373545,-99.1401858,,
,,MÛdulo de PolicÌa,,,,,,,,,,,,,,,,,19.4058314,-99.1481634,,
,,Policia Auxiliar Sector 74,,,,,,,,,,,,,,,,,19.3709111,-99.1464707,,
,,PUBLIC SECURITY SECRETARY,,,,,,,,,,,,,,,,,19.3905308,-99.146836,,
,,PolicÌa del Distrito Federal,,,,,,,,,,,,,,,,,19.3792598,-99.1259865,,
,,PolicÌa Delegacional,,,,,,,,,,,,,,,,,19.3799041,-99.1132809,,
,,SecretarÌa de Seguridad P˙blica PolicÌa Auxiliar del Distrito Federal Sector 73,,,,,,,,,,,,,,,,,19.383573,-99.135404,,
,,MODULOS DE SEGURIDAD Y PARTICIPACI”N CIUDADANA,,,,,,,,,,,,,,,,,19.3979091,-99.1425668,,
,,Estacion de Policia,,,,,,,,,,,,,,,,,19.3857339,-99.1216095,,
,,SecretarÌa de Seguridad P˙blica del Distrito Federal Modulo de Policia,,,,,,,,,,,,,,,,,19.3836311,-99.1056563,,
,,Subcomandancia de la PolicÌa Judicial del Estado,,,,,,,,,,,,,,,,,19.3998111,-99.1199159,,
,,MÛdulo de Seguridad,,,,,,,,,,,,,,,,,19.3981722,-99.1139245,,
,,PolicÌa Municipal,,,,,,,,,,,,,,,,,19.3880864,-99.0037267,,
,,Transport Police,,,,,,,,,,,,,,,,,19.389989,-99.0338019,,
,,PolicÌa Estatal Segundo Agrupamiento,,,,,,,,,,,,,,,,,19.3899335,-99.0338501,,
,,Caseta Policia,,,,,,,,,,,,,,,,,19.3813995,-99.0348109,,
,,POLICE MODULE,,,,,,,,,,,,,,,,,19.3780524,-99.0150614,,
,,Sector de PolicÌa Preventiva,,,,,,,,,,,,,,,,,19.3615359,-99.008727,,
,,MÛdulo de Vigilancia,,,,,,,,,,,,,,,,,19.3742358,-99.0027276,,
,,Policia Vecinal De Proximidad,,,,,,,,,,,,,,,,,19.3881628,-99.0035493,,
,,Security Modules AND CITIZEN PARTICIPATION,,,,,,,,,,,,,,,,,19.3640021,-98.9994838,,
,,Modulo De Policia,,,,,,,,,,,,,,,,,19.3884306,-99.0037927,,
,,Caseta De Policia,,,,,,,,,,,,,,,,,19.3811149,-99.0366649,,
,,DirecciÛn General De Seguridad Ciudadana,,,,,,,,,,,,,,,,,19.3882054,-99.0038278,,
,,Policia Municipal,,,,,,,,,,,,,,,,,19.3935631,-99.0416266,,
,,DirecciÛn de Operacion Vial Zona 1 Norte,,,,,,,,,,,,,,,,,19.4109549,-99.1014786,,
,,POLICE STATION,,,,,,,,,,,,,,,,,19.4250073,-99.1150947,,
,,Subcomandancia de la PolicÌa Judicial del Estado,,,,,,,,,,,,,,,,,19.3998111,-99.1199159,,
,,PROCURADURIA GENERAL DE JUSTICIA DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,19.3959873,-99.0951603,,
,,Direccion General De La Policia Metropolitana,,,,,,,,,,,,,,,,,19.4270205,-99.1157048,,
,,CAMPO DE TIRO Y DEP”SITO DE LA POLICIA PREVENTIVA,,,,,,,,,,,,,,,,,19.4238029,-99.1169759,,
,,EstaciÛn de PolicÌa Fray Servando Cdmx,,,,,,,,,,,,,,,,,19.4196983,-99.1118742,,
,,POLICE MODULE,,,,,,,,,,,,,,,,,19.4226749,-99.1345027,,
,,EstaciÛn de PolicÌa Avenida del Taller,,,,,,,,,,,,,,,,,19.4135656,-99.1133353,,
,,ESTACI”N DE POLICÕA A—IL,,,,,,,,,,,,,,,,,19.4025687,-99.098088,,
,,Estcion de Policia Merced,,,,,,,,,,,,,,,,,19.4280286,-99.1198125,,
,,MÛdulo de Seguridad,,,,,,,,,,,,,,,,,19.3981722,-99.1139245,,
,,Modulo de Policia IZTACALCO,,,,,,,,,,,,,,,,,19.3962389,-99.0964721,,
,,"Estacion De Policia ""GENERAL ANAYA""",,,,,,,,,,,,,,,,,19.4276624,-99.1193081,,
,,Policia Auxiliar Edo. Mex.,,,,,,,,,,,,,,,,,19.5218498,-99.1714588,,
,,EstaciÛn De PolicÌa Vallejo,,,,,,,,,,,,,,,,,19.5126246,-99.1605843,,
,,"EstaciÛn De PolicÌa ""Cien Metros""",,,,,,,,,,,,,,,,,19.5262636,-99.1584928,,
,,PolicÌa auxiliar,,,,,,,,,,,,,,,,,19.5214837,-99.1701028,,
,,Modulo de policia Valle Ceylan,,,,,,,,,,,,,,,,,19.5371172,-99.1794271,,
,,Estacion De PolicÌa Eje Central,,,,,,,,,,,,,,,,,19.3722773,-99.1493708,,
,,MODULOS DE SEGURIDAD Y PARTICIPACI”N CIUDADANA,,,,,,,,,,,,,,,,,19.3979091,-99.1425668,,
,,56 Agrupamiento de la PolicÌa Auxiliar,,,,,,,,,,,,,,,,,19.3956402,-99.169119,,
,,Delegacion Policia,,,,,,,,,,,,,,,,,19.3736269,-99.1405966,,
,,Modulo Policia,,,,,,,,,,,,,,,,,19.3709039,-99.1513494,,
,,Delegacion de Policia Jusgado Civico,,,,,,,,,,,,,,,,,19.373545,-99.1401858,,
,,MÛdulo de policia,,,,,,,,,,,,,,,,,19.4019725,-99.1775111,,
,,Policia Auxiliar Sector 74,,,,,,,,,,,,,,,,,19.3709111,-99.1464707,,
,,Seguridad P˙blica,,,,,,,,,,,,,,,,,19.4028716,-99.1556107,,
,,PUBLIC SECURITY SECRETARY,,,,,,,,,,,,,,,,,19.3905308,-99.146836,,
,,Secretaria de seguridad publica,,,,,,,,,,,,,,,,,19.3441841,-99.1673097,,
,,Police module,,,,,,,,,,,,,,,,,19.3288343,-99.1553988,,
,,SAFETY MODULE AND CIVIC PARTICIPATION,,,,,,,,,,,,,,,,,19.332825,-99.1597708,,
,,Direccion Ejecutiva Regional Coyoacan - U.P.C. Coyoacan,,,,,,,,,,,,,,,,,19.3440727,-99.167465,,
,,U.P.C. Universidad,,,,,,,,,,,,,,,,,19.343748,-99.1671934,,
,,Base de Policia Coyoac·n,,,,,,,,,,,,,,,,,19.3494425,-99.1616578,,
,,Federal Protection Service,,,,,,,,,,,,,,,,,19.3428524,-99.1549368,,
,,modulo de policia,,,,,,,,,,,,,,,,,19.35821,-99.153622,,
,,Policia Auxiliar,,,,,,,,,,,,,,,,,19.3289092,-99.1371653,,
,,El 57 Agrupamiento de la PolicÌa,,,,,,,,,,,,,,,,,19.3288318,-99.1331631,,
,,SECTOR 66 BASE TIBURON PACDMX,,,,,,,,,,,,,,,,,19.3306248,-99.1370663,,
,,Modulo de policia,,,,,,,,,,,,,,,,,19.3366929,-99.1371592,,
,,PARTICIPACION CIUDADANA MODULO DE POLICIA,,,,,,,,,,,,,,,,,19.3288364,-99.1554328,,
,,SecretarÌa de Seguridad P˙blica del Distrito Federal,,,,,,,,,,,,,,,,,19.3412883,-99.1396343,,
,,UNIDAD DE PROTECCION CIUDADANA SANTA FE,,,,,,,,,,,,,,,,,19.3689021,-99.2226887,,
,,PolicÌa Auxiliar del Df,,,,,,,,,,,,,,,,,19.3931473,-99.2044556,,
,,MÛdulo De PolicÌa,,,,,,,,,,,,,,,,,19.376977,-99.2141055,,
,,Modulo de PolicÌas Barrio norte,,,,,,,,,,,,,,,,,19.3806913,-99.2035281,,
,,CNS,,,,,,,,,,,,,,,,,19.3967956,-99.220002,,
,,National Guard,,,,,,,,,,,,,,,,,19.394662,-99.2203759,,
,,National Guard Scientific police,,,,,,,,,,,,,,,,,19.3965114,-99.2190041,,
,,Caseta de policÌa Ciudad,,,,,,,,,,,,,,,,,19.386924,-99.210466,,
,,Modulo de vigilancia Sur 128,,,,,,,,,,,,,,,,,19.401773,-99.2021493,,
,,Base Plata A.O,,,,,,,,,,,,,,,,,19.3888576,-99.2000051,,
,,Police Station Villa Coapa,,,,,,,,,,,,,,,,,19.2895807,-99.1154507,,
,,Estacion de Policia Division del Norte,,,,,,,,,,,,,,,,,19.2840463,-99.1274024,,
,,Instituto de FormaciÛn de PolicÌa Federal,,,,,,,,,,,,,,,,,19.3095664,-99.1200485,,
,,MODULE SAFETY AND CIVIC PARTICIPATION,,,,,,,,,,,,,,,,,19.306837,-99.1208107,,
,,Modulo de Seguridad Publica y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.2960507,-99.1208497,,
,,SSPCDMX U.P.C. Granjas,,,,,,,,,,,,,,,,,19.3569006,-99.1064184,,
,,PolicÌa del Distrito Federal,,,,,,,,,,,,,,,,,19.3792598,-99.1259865,,
,,PolicÌa Delegacional,,,,,,,,,,,,,,,,,19.3799041,-99.1132809,,
,,SecretarÌa de Seguridad P˙blica PolicÌa Auxiliar del Distrito Federal Sector 73,,,,,,,,,,,,,,,,,19.383573,-99.135404,,
,,"EstaciÛn De PolicÌa ""Escuadron 201""",,,,,,,,,,,,,,,,,19.3701151,-99.1079267,,
,,SecretarÌa de Seguridad P˙blica del Distrito Federal Modulo de Policia,,,,,,,,,,,,,,,,,19.3836311,-99.1056563,,
,,Estacion de Policia,,,,,,,,,,,,,,,,,19.356976,-99.1064166,,
,,Delegacion Policia,,,,,,,,,,,,,,,,,19.3736269,-99.1405966,,
,,Estacion de Policia,,,,,,,,,,,,,,,,,19.3857339,-99.1216095,,
,,EstaciÛn De PolicÌa Circuito Interior,,,,,,,,,,,,,,,,,19.3785193,-99.101459,,
,,Delegacion de Policia Jusgado Civico,,,,,,,,,,,,,,,,,19.373545,-99.1401858,,
,,Sector De Policia Mixquic,,,,,,,,,,,,,,,,,19.264102,-99.0018491,,
,,MÛdulo de policÌa montada tulyehualco,,,,,,,,,,,,,,,,,19.2521232,-99.0078109,,
,,CorporaciÛn Auxiliar de PolicÌa de ProtecciÛn Ciudadana.,,,,,,,,,,,,,,,,,19.4128565,-99.1744505,,
,,56 Agrupamiento de la PolicÌa Auxiliar,,,,,,,,,,,,,,,,,19.3956402,-99.169119,,
,,Sector de policÌa portales,,,,,,,,,,,,,,,,,19.3946088,-99.1880866,,
,,Modulo de la SecretarÌa de Seguridad P˙blica,,,,,,,,,,,,,,,,,19.3828169,-99.1809939,,
,,Camara de Fotomulta,,,,,,,,,,,,,,,,,19.4159684,-99.1766808,,
,,PolicÌa Auxiliar del Df,,,,,,,,,,,,,,,,,19.3931473,-99.2044556,,
,,Modulo de policia,,,,,,,,,,,,,,,,,19.4025985,-99.1848446,,
,,MÛdulo de policia,,,,,,,,,,,,,,,,,19.4019725,-99.1775111,,
,,Modulo de PolicÌa - SSP,,,,,,,,,,,,,,,,,19.4163658,-99.1807042,,
,,Cuerpo de PolicÌa militar,,,,,,,,,,,,,,,,,19.4199999,-99.1932827,,
,,Secretaria de Seguridad P˙blica del Gobierno del Distrito Federal Sector 35 Tacubaya,,,,,,,,,,,,,,,,,19.4014057,-99.1841531,,
,,MÛdulos de Seguridad y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.3889106,-99.1778024,,
,,Organo Interno De Control En La PolicÌa Federal,,,,,,,,,,,,,,,,,19.3926249,-99.1816064,,
,,EstaciÛn de policÌa Tlalpan,,,,,,,,,,,,,,,,,19.3200585,-99.1385242,,
,,Police module,,,,,,,,,,,,,,,,,19.3288343,-99.1553988,,
